;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR
15037;NORMAL-5410;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5410.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5410.png;;;;
15064;NORMAL-5437;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5437.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5437.png;;;;
15069;NORMAL-5442;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5442.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5442.png;;;;
15212;NORMAL-5585;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5585.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5585.png;;;;
15280;NORMAL-5653;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5653.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5653.png;;;;
15302;NORMAL-5675;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5675.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5675.png;;;;
15322;NORMAL-5695;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5695.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5695.png;;;;
15367;NORMAL-5740;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5740.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5740.png;;;;
15425;NORMAL-5798;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5798.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5798.png;;;;
15452;NORMAL-5825;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5825.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5825.png;;;;
15516;NORMAL-5889;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5889.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5889.png;;;;
15614;NORMAL-5987;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-5987.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-5987.png;;;;
15641;NORMAL-6014;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6014.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6014.png;;;;
15721;NORMAL-6094;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6094.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6094.png;;;;
15726;NORMAL-6099;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6099.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6099.png;;;;
15746;NORMAL-6119;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6119.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6119.png;;;;
15793;NORMAL-6166;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6166.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6166.png;;;;
15797;NORMAL-6170;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6170.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6170.png;;;;
15867;NORMAL-6240;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6240.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6240.png;;;;
15874;NORMAL-6247;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6247.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6247.png;;;;
15964;NORMAL-6337;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6337.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6337.png;;;;
15969;NORMAL-6342;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6342.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6342.png;;;;
16022;NORMAL-6395;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6395.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6395.png;;;;
16025;NORMAL-6398;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6398.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6398.png;;;;
16099;NORMAL-6472;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6472.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6472.png;;;;
16200;NORMAL-6573;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6573.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6573.png;;;;
16228;NORMAL-6601;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6601.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6601.png;;;;
16325;NORMAL-6698;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6698.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6698.png;;;;
16377;NORMAL-6750;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6750.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6750.png;;;;
16395;NORMAL-6768;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6768.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6768.png;;;;
16415;NORMAL-6788;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6788.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6788.png;;;;
16423;NORMAL-6796;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6796.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6796.png;;;;
16501;NORMAL-6874;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6874.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6874.png;;;;
16510;NORMAL-6883;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6883.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6883.png;;;;
16552;NORMAL-6925;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-6925.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-6925.png;;;;
16669;NORMAL-7042;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7042.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7042.png;;;;
16700;NORMAL-7073;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7073.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7073.png;;;;
16904;NORMAL-7277;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7277.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7277.png;;;;
16913;NORMAL-7286;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7286.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7286.png;;;;
16949;NORMAL-7322;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7322.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7322.png;;;;
17005;NORMAL-7378;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7378.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7378.png;;;;
17055;NORMAL-7428;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7428.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7428.png;;;;
17075;NORMAL-7448;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7448.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7448.png;;;;
17201;NORMAL-7574;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7574.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7574.png;;;;
17219;NORMAL-7592;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7592.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7592.png;;;;
17355;NORMAL-7728;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7728.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7728.png;;;;
17442;NORMAL-7815;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7815.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7815.png;;;;
17459;NORMAL-7832;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7832.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7832.png;;;;
17536;NORMAL-7909;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7909.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7909.png;;;;
17611;NORMAL-7984;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-7984.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-7984.png;;;;
17651;NORMAL-8024;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8024.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8024.png;;;;
17674;NORMAL-8047;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8047.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8047.png;;;;
17694;NORMAL-8067;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8067.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8067.png;;;;
17806;NORMAL-8179;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8179.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8179.png;;;;
17809;NORMAL-8182;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8182.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8182.png;;;;
17842;NORMAL-8215;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8215.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8215.png;;;;
17851;NORMAL-8224;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8224.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8224.png;;;;
17895;NORMAL-8268;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8268.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8268.png;;;;
17929;NORMAL-8302;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8302.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8302.png;;;;
17968;NORMAL-8341;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8341.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8341.png;;;;
18037;NORMAL-8410;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8410.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8410.png;;;;
18074;NORMAL-8447;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8447.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8447.png;;;;
18102;NORMAL-8475;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8475.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8475.png;;;;
18173;NORMAL-8546;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8546.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8546.png;;;;
18269;NORMAL-8642;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8642.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8642.png;;;;
18424;NORMAL-8797;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8797.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8797.png;;;;
18477;NORMAL-8850;https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8850.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8850.png;;;;
18557;NORMAL-8930;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-8930.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-8930.png;;;;
18648;NORMAL-9021;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-9021.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-9021.png;;;;
18658;NORMAL-9031;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-9031.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-9031.png;;;;
18784;NORMAL-9157;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-9157.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-9157.png;;;;
18843;NORMAL-9216;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Normal;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Normal\NORMAL-9216.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\NORMAL-9216.png;;;;
